,Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
0,10/01/1997,06:05:48,46.215,136.09,Earthquake,416.0,,,5.5,MWC,,,,,,0.75,USP00088BB,US,US,HRV,Reviewed
1,04/30/2012,08:00:10,1.757,89.598,Earthquake,10.0,,225.0,5.7,MWW,,,15.3,,,1.1,USP000JJT7,US,US,US,Reviewed
2,12/01/1993,00:59:01,-57.475,-25.685,Earthquake,33.0,,,5.7,MW,,,,,,0.9,USP00064GA,US,US,HRV,Reviewed
3,10/06/2008,08:30:46,29.807,90.35,Earthquake,12.0,,434.0,6.3,MWC,,,18.4,,,0.99,USP000GJGT,US,US,US,Reviewed
4,02/02/1965,15:56:51,37.523,73.251,Earthquake,15.0,,,6.0,MW,,,,,,,ISCGEM859164,ISCGEM,ISCGEM,ISCGEM,Automatic
5,05/11/1976,15:50:42,-51.603,139.683,Earthquake,33.0,,,6.6,MS,,,,,,,USP0000G9K,US,US,US,Reviewed
6,12/07/2008,06:23:10,13.35,-44.826,Earthquake,10.0,,323.0,5.6,MWC,,,31.7,,,1.01,USP000GQ3C,US,US,GCMT,Reviewed
7,01/05/1991,14:57:12,23.613000000000003,95.90100000000001,Earthquake,19.7,,,7.0,MW,,,,,,1.3,USP0004K8G,US,US,HRV,Reviewed
8,02/23/1975,03:53:36,-21.726999999999997,-71.35600000000001,Earthquake,33.0,,,5.6,MB,,,,,,,USP0000A0A,US,US,US,Reviewed
9,05/05/1979,20:04:58,8.355,-70.985,Earthquake,23.0,,,5.6,MB,,,,,,,USP00010F9,US,US,US,Reviewed
10,09/30/1993,18:27:51,15.417,-94.698,Earthquake,19.2,,,6.5,MW,,,,,,1.1,USP000619M,US,US,HRV,Reviewed
11,09/07/1999,11:56:49,38.119,23.605,Earthquake,10.0,,,6.0,MWC,,,,,,1.12,USP0009E46,US,US,HRV,Reviewed
12,03/06/1965,11:10:51,-18.425,-132.923,Earthquake,10.0,,,5.6,MW,,,,,,,ISCGEM858385,ISCGEM,ISCGEM,ISCGEM,Automatic
13,04/16/1965,23:22:21,64.572,-160.375,Earthquake,15.0,,,6.0,MW,,,,,,,ISCGEM857809,ISCGEM,ISCGEM,ISCGEM,Automatic
14,07/31/1990,03:19:47,42.416000000000004,-126.682,Earthquake,10.0,,,5.8,MW,,,,,,1.2,USP0004CRR,US,US,HRV,Reviewed
15,05/18/1980,15:32:11,46.2073333,-122.18799999999999,Earthquake,1.51,0.56,18.0,5.7,MD,0.08,1.0,62.0,0.008296,0.682,0.22,UW10084803,UW,UW,UW,Reviewed
16,11/28/1973,08:12:31,-41.861000000000004,42.77,Earthquake,33.0,,,5.9,MS,,,,,,,USP00004B3,US,US,US,Reviewed
17,04/04/1978,00:40:29,33.033,82.285,Earthquake,27.0,,,6.0,MS,,,,,,,USP0000TWZ,US,US,US,Reviewed
18,07/10/2003,17:06:38,28.355,54.169,Earthquake,10.0,,475.0,5.8,MWC,,,45.4,,,0.93,USP000C251,US,US,HRV,Reviewed
19,07/15/2000,03:58:10,-54.104,7.939,Earthquake,10.0,,60.0,5.7,MWC,,,,,,1.49,USP0009WJ9,US,US,HRV,Reviewed
20,08/04/1979,00:41:20,-62.855,-161.42700000000002,Earthquake,10.0,,,5.8,MS,,,,,,,USP000127F,US,US,US,Reviewed
21,07/03/1989,17:02:33,-53.187,160.168,Earthquake,33.0,,,6.4,MS,,1.0,,,,1.4,USP0003WX6,US,US,US,Reviewed
22,08/28/2008,15:22:23,-0.252,-17.358,Earthquake,12.0,,367.0,6.3,MWC,,,43.2,,,1.08,USP000GFUY,US,US,GCMT,Reviewed
23,09/09/1965,10:02:26,6.47,-84.40799999999999,Earthquake,15.0,,,6.2,MW,,,,,,,ISCGEM853712,ISCGEM,ISCGEM,ISCGEM,Automatic
24,09/12/1965,22:02:35,-6.416,70.726,Earthquake,25.0,,,6.3,MW,,,,,,,ISCGEM853797,ISCGEM,ISCGEM,ISCGEM,Automatic
25,05/06/1990,16:46:13,-35.253,-104.14200000000001,Earthquake,10.0,,,5.7,MW,,,,,,1.2,USP00048YA,US,US,HRV,Reviewed
26,09/26/1965,21:33:52,-54.757,-38.244,Earthquake,10.0,,,5.8,MW,,,,,,,ISCGEM854160,ISCGEM,ISCGEM,ISCGEM,Automatic
27,10/07/1965,03:36:02,12.347000000000001,114.485,Earthquake,20.0,,,5.9,MW,,,,,,,ISCGEM852946,ISCGEM,ISCGEM,ISCGEM,Automatic
28,01/17/1984,03:32:08,-8.87,-71.35600000000001,Earthquake,614.1,3.6,,5.6,MW,,,,,,0.9,USP00021AN,US,US,HRV,Reviewed
29,11/28/2004,02:35:13,-26.525,-113.834,Earthquake,10.0,,265.0,6.6,MWC,,,52.0,,,1.4,USP000D9F2,US,US,HRV,Reviewed
30,12/16/1997,11:17:22,29.985,-42.628,Earthquake,10.0,,,5.5,MWC,,,,,,1.22,USP0008CR9,US,US,HRV,Reviewed
31,10/23/2010,03:09:15,-56.7,-141.952,Earthquake,10.0,,26.0,5.8,MWC,,,73.5,,,1.08,USP000HNEF,US,US,GCMT,Reviewed
32,08/28/1992,00:50:50,29.087,66.74,Earthquake,9.3,,,5.6,MW,,,,,,1.3,USP0005D5Z,US,US,HRV,Reviewed
33,08/18/1990,13:38:17,26.979,101.154,Earthquake,12.3,6.4,,5.7,MS,,3.0,,,,1.2,USP0004DKB,US,US,US,Reviewed
34,02/17/1966,11:48:00,-32.265,78.866,Earthquake,15.0,,,6.6,MW,,,,,,,ISCGEM850269,ISCGEM,ISCGEM,ISCGEM,Automatic
35,03/27/1967,08:58:24,38.474000000000004,116.60799999999999,Earthquake,29.7,,,6.1,MW,,,,,,,ISCGEM838270,ISCGEM,ISCGEM,ISCGEM,Automatic
36,03/17/2000,11:51:18,-52.964,25.013,Earthquake,10.0,,,5.6,MWC,,,,,,1.07,USP0009PTU,US,US,HRV,Reviewed
37,07/03/2013,19:21:46,1.537,30.894000000000002,Earthquake,10.1,1.7,300.0,5.7,MWW,,,19.0,,,0.86,USB000I67T,US,US,US,Reviewed
38,10/08/1996,01:36:54,-45.778,96.025,Earthquake,10.0,,,6.1,MWB,,,,,,0.98,USP0007R2W,US,US,US,Reviewed
39,12/03/1999,17:06:55,40.358000000000004,42.346000000000004,Earthquake,19.3,5.8,,5.7,MWC,,,,,,1.27,USP0009JEJ,US,US,HRV,Reviewed
40,07/12/1966,18:53:11,44.707,37.272,Earthquake,39.3,,,5.7,MW,,,,,,,ISCGEM845457,ISCGEM,ISCGEM,ISCGEM,Automatic
41,08/15/1966,02:15:32,28.565,78.961,Earthquake,27.0,,,5.6,MW,,,,,,,ISCGEM844491,ISCGEM,ISCGEM,ISCGEM,Automatic
42,04/11/1983,17:16:30,5.25,61.619,Earthquake,10.0,,,5.7,MB,,17.0,,,,1.2,USP0001UC1,US,US,US,Reviewed
43,09/02/1992,10:26:21,37.09,-113.47200000000001,Earthquake,13.739,,0.0,5.6,MS,,0.0,0.0,,,0.0,CI3059028,CI,CI,CI,Reviewed
44,07/21/1986,22:07:16,37.621333299999996,-118.3425,Earthquake,-0.076,7.22,18.0,5.6,ML,,6.0,296.0,0.2495,3.0,0.05,NC95459,NC,NC,NC,Reviewed
45,01/07/1985,16:13:05,27.151999999999997,91.986,Earthquake,11.8,5.5,,5.6,MB,,63.0,,,,1.0,USP0002AU5,US,US,US,Reviewed
46,04/19/2013,17:51:41,-11.975999999999999,121.632,Earthquake,15.2,2.7,341.0,5.8,MWW,,,12.0,,,1.11,USB000GC0Z,US,US,US,Reviewed
47,09/14/1981,12:44:30,18.32,-68.891,Earthquake,170.0,,,5.9,MB,,69.0,,,,0.9,USP0001FVU,US,US,US,Reviewed
48,01/05/2001,08:06:47,16.113,-61.034,Earthquake,33.0,,183.0,5.7,MWC,,,,,,0.71,USP000A75K,US,US,HRV,Reviewed
49,01/02/1967,09:47:54,-10.187000000000001,28.424,Earthquake,29.1,,,5.6,MW,,,,,,,ISCGEM839280,ISCGEM,ISCGEM,ISCGEM,Automatic
50,09/29/2006,18:23:06,10.814,-61.758,Earthquake,52.0,,359.0,5.5,MWB,,,71.6,,,1.1,USP000EU32,US,US,US,Reviewed
51,01/05/1967,00:14:41,48.168,103.036,Earthquake,13.2,,,7.0,MW,,,,,,,ISCGEM839412,ISCGEM,ISCGEM,ISCGEM,Automatic
52,01/07/1967,00:27:24,-48.873000000000005,112.803,Earthquake,15.0,,,6.0,MW,,,,,,,ISCGEM839499,ISCGEM,ISCGEM,ISCGEM,Automatic
53,05/17/1989,05:04:36,57.086000000000006,122.01799999999999,Earthquake,30.7,,,6.0,MW,,,,,,1.1,USP0003VAN,US,US,HRV,Reviewed
54,05/12/2014,18:38:37,-49.9403,-114.7995,Earthquake,10.47,3.0,,6.5,MWW,,,35.0,23.164,,1.16,USB000QJHH,US,US,US,Reviewed
55,02/13/1967,23:14:24,52.812,-34.14,Earthquake,10.0,,,7.0,MW,,,,,,,ISCGEM838773,ISCGEM,ISCGEM,ISCGEM,Automatic
56,03/13/1993,17:12:26,19.625999999999998,38.799,Earthquake,10.0,,,5.7,MW,,,,,,1.0,USP0005PF5,US,US,HRV,Reviewed
57,08/01/1985,12:13:46,29.177,95.176,Earthquake,45.2,,,5.7,MW,,,,,,1.1,USP0002H9W,US,US,HRV,Reviewed
58,06/14/1987,18:22:12,-58.269,-65.623,Earthquake,10.0,,,5.5,MW,,,,,,1.1,USP00035SY,US,US,HRV,Reviewed
59,05/27/1967,19:05:48,36.034,77.714,Earthquake,20.0,,,5.9,MW,,,,,,,ISCGEM836068,ISCGEM,ISCGEM,ISCGEM,Automatic
60,06/02/1993,03:00:18,-46.471000000000004,33.954,Earthquake,10.0,,,5.8,MW,,,,,,1.2,USP0005TWD,US,US,HRV,Reviewed
61,07/30/1967,01:31:03,40.764,30.609,Earthquake,15.0,,,5.7,MW,,,,,,,ISCGEM833888,ISCGEM,ISCGEM,ISCGEM,Automatic
62,08/13/1967,22:07:48,43.093999999999994,-0.731,Earthquake,10.0,,,5.7,MW,,,,,,,ISCGEM832236,ISCGEM,ISCGEM,ISCGEM,Automatic
63,08/15/1967,09:21:03,31.079,93.639,Earthquake,20.0,,,5.7,MW,,,,,,,ISCGEM832279,ISCGEM,ISCGEM,ISCGEM,Automatic
64,05/16/2008,05:25:47,31.355,103.351,Earthquake,3.0,,288.0,5.6,MWC,,,25.1,,,1.11,USP000G6Y2,US,US,US,Reviewed
65,11/02/2007,21:20:13,-55.172,-129.214,Earthquake,10.0,,19.0,5.6,MWC,,,100.7,,,1.56,USP000FRV1,US,US,GCMT,Reviewed
66,03/21/1998,16:33:11,79.888,1.8559999999999999,Earthquake,10.0,,,6.2,MWC,,,,,,1.01,USP0008HTD,US,US,HRV,Reviewed
67,06/09/1989,12:19:36,71.432,-4.371,Earthquake,10.0,,,5.6,MW,,,,,,1.3,USP0003W47,US,US,HRV,Reviewed
68,07/30/1970,04:58:44,14.248,51.995,Earthquake,15.0,,,6.6,MW,,,,,,,ISCGEM794121,ISCGEM,ISCGEM,ISCGEM,Automatic
69,12/10/1967,22:51:23,17.412,73.885,Earthquake,15.0,,,6.6,MW,,,,,,,ISCGEM828259,ISCGEM,ISCGEM,ISCGEM,Automatic
70,12/27/1978,17:46:10,41.108000000000004,13.582,Earthquake,390.0,,,5.6,MB,,,,,,,USP0000Y56,US,US,US,Reviewed
71,02/20/1968,02:19:50,12.343,-47.01,Earthquake,10.0,,,5.8,MW,,,,,,,ISCGEM826365,ISCGEM,ISCGEM,ISCGEM,Automatic
72,01/06/2010,16:38:36,-41.605,-16.567999999999998,Earthquake,10.0,,92.0,5.6,MWC,,,53.6,,,0.87,USP000H5T4,US,US,US,Reviewed
73,04/28/1968,04:18:14,44.757,174.533,Earthquake,15.0,,,5.5,MW,,,,,,,ISCGEM824395,ISCGEM,ISCGEM,ISCGEM,Automatic
74,05/15/1968,07:51:18,-15.894,26.113000000000003,Earthquake,25.7,,,5.6,MW,,,,,,,ISCGEM821931,ISCGEM,ISCGEM,ISCGEM,Automatic
75,02/01/2007,00:14:26,-37.654,78.066,Earthquake,10.0,,40.0,5.5,MWC,,,53.5,,,1.17,USP000F428,US,US,GCMT,Reviewed
76,03/15/1983,16:56:16,-54.997,-1.022,Earthquake,10.0,,,5.5,MB,,4.0,,,,0.7,USP0001TP2,US,US,US,Reviewed
77,08/20/1968,11:16:57,5.485,147.082,Earthquake,10.0,,,5.8,MW,,,,,,,ISCGEM818179,ISCGEM,ISCGEM,ISCGEM,Automatic
78,11/07/1976,04:00:52,33.802,59.155,Earthquake,13.0,,,6.2,MS,,,,,,,USP0000K7T,US,US,US,Reviewed
79,06/06/2000,02:41:50,40.693000000000005,32.992,Earthquake,10.0,,418.0,6.0,MWC,,,,,,1.04,USP0009U3D,US,US,HRV,Reviewed
80,09/03/1968,15:36:59,20.561,-62.28,Earthquake,17.7,,,5.5,MW,,,,,,,ISCGEM816646,ISCGEM,ISCGEM,ISCGEM,Automatic
81,10/08/1968,07:43:21,-39.846,87.677,Earthquake,10.0,,,6.1,MW,,,,,,,ISCGEM815724,ISCGEM,ISCGEM,ISCGEM,Automatic
82,03/10/1970,17:15:11,-31.076999999999998,116.56700000000001,Earthquake,10.0,,,5.7,MW,,,,,,,ISCGEMSUP797790,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
83,11/17/1968,00:16:10,9.477,-72.58800000000001,Earthquake,175.7,,,6.1,MW,,,,,,,ISCGEM815159,ISCGEM,ISCGEM,ISCGEM,Automatic
84,12/02/1968,02:33:43,-14.148,23.877,Earthquake,11.3,,,5.7,MW,,,,,,,ISCGEM813781,ISCGEM,ISCGEM,ISCGEM,Automatic
85,10/15/2014,11:16:34,64.4814,-18.0043,Earthquake,10.0,1.8,,5.5,MWW,,,75.0,1.456,7.0,0.97,USB000SMCV,US,US,US,Reviewed
86,03/11/2002,23:45:15,-44.536,-79.7,Earthquake,33.0,,54.0,5.7,MWC,,,,,,1.5,USP000B054,US,US,HRV,Reviewed
87,04/26/1990,09:37:11,36.04,100.274,Earthquake,10.0,,,6.3,MW,,,,,,1.0,USP00048GT,US,US,HRV,Reviewed
88,02/14/1971,16:27:35,36.565,55.762,Earthquake,18.5,,,5.8,MW,,,,,,,ISCGEM787393,ISCGEM,ISCGEM,ISCGEM,Automatic
89,02/28/1969,04:25:35,36.181,-10.54,Earthquake,10.0,,,6.2,MW,,,,,,,ISCGEM812648,ISCGEM,ISCGEM,ISCGEM,Automatic
90,08/20/1989,18:39:49,11.985,41.87,Earthquake,10.0,,,5.7,MW,,,,,,1.0,USP0003YP9,US,US,HRV,Reviewed
91,07/19/2014,14:14:02,11.7448,57.6382,Earthquake,10.0,1.8,,6.0,MWW,,,51.0,3.6519999999999997,,1.21,USB000RUKS,US,US,US,Reviewed
92,08/03/1993,12:43:05,28.729,34.553000000000004,Earthquake,10.0,,,6.1,MW,,,,,,1.3,USP0005XW9,US,US,HRV,Reviewed
93,09/22/1987,22:05:16,76.421,134.275,Earthquake,14.3,,,5.5,MW,,,,,,0.9,USP00038MH,US,US,HRV,Reviewed
94,05/19/2008,10:08:36,42.503,131.872,Earthquake,513.4,,547.0,5.7,MWB,,,23.9,,,0.72,USP000G783,US,US,US,Reviewed
95,04/13/1969,15:24:55,17.747,80.775,Earthquake,20.0,,,5.7,MW,,,,,,,ISCGEM809816,ISCGEM,ISCGEM,ISCGEM,Automatic
96,12/16/2013,04:11:47,-58.6854,149.3456,Earthquake,6.67,3.3,,5.5,MWB,0.062,,94.0,6.763,,0.94,USC000LLBC,US,US,US,Reviewed
97,07/18/1969,05:24:47,38.31,119.572,Earthquake,10.0,,,6.9,MW,,,,,,,ISCGEM807162,ISCGEM,ISCGEM,ISCGEM,Automatic
98,07/25/1969,22:49:41,21.660999999999998,111.803,Earthquake,20.0,,,5.7,MW,,,,,,,ISCGEM807433,ISCGEM,ISCGEM,ISCGEM,Automatic
99,08/08/1969,11:08:14,-47.715,-15.654000000000002,Earthquake,15.0,,,6.1,MW,,,,,,,ISCGEM805313,ISCGEM,ISCGEM,ISCGEM,Automatic
100,09/06/1969,14:30:41,36.902,-12.002,Earthquake,35.0,,,6.1,MW,,,,,,,ISCGEM804189,ISCGEM,ISCGEM,ISCGEM,Automatic
101,08/03/1984,01:20:59,57.67,-32.87,Earthquake,10.0,,,5.5,MW,,,,,,1.1,USP0002667,US,US,HRV,Reviewed
102,11/24/1992,12:03:36,1.355,-101.323,Earthquake,10.0,,,5.7,MW,,,,,,0.8,USP0005HAB,US,US,HRV,Reviewed
103,02/11/1985,07:39:33,4.544,-32.56,Earthquake,10.0,,,5.6,MB,,50.0,,,,1.1,USP0002BTC,US,US,US,Reviewed
104,09/27/1969,09:04:04,-60.925,-55.595,Earthquake,25.0,,,6.0,MW,,,,,,,ISCGEM804921,ISCGEM,ISCGEM,ISCGEM,Automatic
105,04/14/1970,19:08:19,-33.308,19.486,Earthquake,10.0,,,5.7,MW,,,,,,,ISCGEM796738,ISCGEM,ISCGEM,ISCGEM,Automatic
106,01/26/1986,19:20:51,36.804333299999996,-121.285,Earthquake,8.152999999999999,0.21,91.0,5.5,ML,,8.0,27.0,0.05946,0.12,0.05,NC64626,NC,NC,NC,Reviewed
107,01/02/2009,20:14:31,0.7909999999999999,-27.118000000000002,Earthquake,10.0,,127.0,5.5,MWC,,,35.9,,,1.02,USP000GS13,US,US,US,Reviewed
108,12/14/1969,18:37:08,8.142000000000001,58.376999999999995,Earthquake,10.0,,,5.8,MW,,,,,,,ISCGEM801054,ISCGEM,ISCGEM,ISCGEM,Automatic
109,01/04/1970,17:00:41,24.185,102.54299999999999,Earthquake,11.3,,,7.1,MW,,,,,,,ISCGEM799712,ISCGEM,ISCGEM,ISCGEM,Automatic
110,09/11/1975,21:59:57,6.989,-104.275,Earthquake,33.0,,,6.4,MB,,,,,,,USP0000CS5,US,US,US,Reviewed
111,03/24/1970,10:35:19,-22.13,126.691,Earthquake,10.0,,,6.0,MW,,,,,,,ISCGEM798352,ISCGEM,ISCGEM,ISCGEM,Automatic
112,08/19/1996,06:24:11,-41.523,80.416,Earthquake,10.0,,,6.1,MWB,,,,,,1.4,USP0007NSN,US,US,US,Reviewed
113,06/22/1995,01:01:19,50.372,89.949,Earthquake,13.7,,,5.5,MW,,,,,,0.9,USP0006ZHB,US,US,HRV,Reviewed
114,05/18/1971,22:44:43,63.952,145.965,Earthquake,10.0,,,7.0,MW,,,,,,,ISCGEM784704,ISCGEM,ISCGEM,ISCGEM,Automatic
115,08/13/1972,11:47:46,-51.974,-74.095,Earthquake,15.0,,,5.8,MW,,,,,,,ISCGEMSUP770547,ISCGEMSUP,ISCGEM,ISCGEM,Automatic
116,06/15/1970,11:14:51,-54.476000000000006,-64.499,Earthquake,10.0,,,7.2,MW,,,,,,,ISCGEM794605,ISCGEM,ISCGEM,ISCGEM,Automatic
117,07/19/1988,10:54:42,50.506,-129.924,Earthquake,10.0,,,5.6,MW,,,,,,1.0,USP0003HZY,US,US,HRV,Reviewed
118,06/26/1985,17:10:01,18.889,-64.577,Earthquake,46.2,3.9,,5.9,MW,,,,,,1.0,USP0002G66,US,US,HRV,Reviewed
119,07/31/1970,17:08:05,-1.597,-72.532,Earthquake,644.8,,,8.0,MW,,,,,,,ISCGEM794176,ISCGEM,ISCGEM,ISCGEM,Automatic
120,08/29/1970,14:59:21,51.03,135.347,Earthquake,15.0,,,5.6,MW,,,,,,,ISCGEM793304,ISCGEM,ISCGEM,ISCGEM,Automatic
121,03/22/2007,06:10:43,-3.388,86.775,Earthquake,21.0,,345.0,5.9,MWB,,,28.4,,,0.95,USP000F75F,US,US,US,Reviewed
122,10/21/1970,08:14:13,74.697,8.693999999999999,Earthquake,15.0,,,5.6,MW,,,,,,,ISCGEM791295,ISCGEM,ISCGEM,ISCGEM,Automatic
123,01/23/2005,03:32:27,-13.882,66.191,Earthquake,10.0,,108.0,5.5,MWB,,,56.3,,,1.37,USP000DE25,US,US,US,Reviewed
124,07/22/2000,09:50:01,35.229,-36.045,Earthquake,10.0,,67.0,5.5,MWC,,,,,,0.88,USP0009WYK,US,US,HRV,Reviewed
125,02/24/1977,08:51:17,-11.686,-13.622,Earthquake,33.0,,,5.5,MS,,,,,,,USP0000MQ4,US,US,US,Reviewed
126,12/13/1982,02:50:53,-63.091,-61.161,Earthquake,33.0,,,5.8,MB,,9.0,,,,1.1,USP0001RE7,US,US,US,Reviewed
127,04/18/1971,17:41:26,-0.27,-91.65899999999999,Earthquake,10.0,,,5.8,MW,,,,,,,ISCGEM785713,ISCGEM,ISCGEM,ISCGEM,Automatic
128,05/09/1971,18:00:58,-39.727,-105.148,Earthquake,15.0,,,5.6,MW,,,,,,,ISCGEM784263,ISCGEM,ISCGEM,ISCGEM,Automatic
129,06/26/1971,19:27:14,-5.141,96.852,Earthquake,13.7,,,6.4,MW,,,,,,,ISCGEM783841,ISCGEM,ISCGEM,ISCGEM,Automatic
130,08/24/1971,16:33:21,52.196999999999996,91.47,Earthquake,5.9,,,5.8,MW,,,,,,,ISCGEM781562,ISCGEM,ISCGEM,ISCGEM,Automatic
