,Date,Time,Latitude,Longitude,Type,Depth,Depth Error,Depth Seismic Stations,Magnitude,Magnitude Type,Magnitude Error,Magnitude Seismic Stations,Azimuthal Gap,Horizontal Distance,Horizontal Error,Root Mean Square,ID,Source,Location Source,Magnitude Source,Status
410,09/16/1994,06:20:19,22.528000000000002,118.711,Earthquake,13.1,,,6.8,MWB,,,,,,1.2,USP0006JHK,US,US,US,Reviewed
411,07/23/2016,08:51:59,14.8899,-103.5251,Earthquake,10.0,1.8,,5.5,MB,0.040999999999999995,210.0,83.0,3.3480000000000003,7.8,1.03,US20006H2E,US,US,US,Reviewed
412,01/10/1995,10:09:51,20.205,109.15299999999999,Earthquake,33.0,,,5.5,MW,,,,,,1.4,USP0006R4V,US,US,HRV,Reviewed
413,11/21/2002,02:53:15,12.373,-82.22,Earthquake,7.5,1.6,393.0,5.8,MWC,,,,,,0.91,USP000BJ38,US,US,HRV,Reviewed
414,02/20/1995,02:59:13,-27.774,76.172,Earthquake,10.0,,,5.5,MW,,,,,,1.0,USP0006T85,US,US,HRV,Reviewed
415,03/06/1995,18:43:40,2.69,118.226,Earthquake,16.7,,,6.1,MWB,,,,,,1.1,USP0006TW5,US,US,US,Reviewed
416,11/22/2011,18:48:16,-15.364,-65.09,Earthquake,549.9,,832.0,6.6,MWW,,,11.2,,,0.8,USP000JB98,US,US,US,Reviewed
417,03/29/1995,14:39:49,-42.493,-100.755,Earthquake,10.0,,,5.5,MW,,,,,,0.9,USP0006UWK,US,US,HRV,Reviewed
418,04/14/1995,00:32:56,30.285,-103.34700000000001,Earthquake,17.8,,,5.7,MW,,,,,,1.0,USP0006VMM,US,US,HRV,Reviewed
419,06/18/1995,03:42:10,2.449,-95.391,Earthquake,10.0,,,5.5,MW,,,,,,1.1,USP0006ZB0,US,US,HRV,Reviewed
420,08/27/2008,01:35:32,51.607,104.15799999999999,Earthquake,16.0,,621.0,6.3,MWC,,,20.9,,,0.8,USP000GFNG,US,US,GCMT,Reviewed
421,07/27/1995,05:51:19,-12.59,79.22800000000001,Earthquake,16.2,,,6.0,MWB,,,,,,0.8,USP0007110,US,US,US,Reviewed
422,08/07/1995,19:44:25,4.041,143.77,Earthquake,12.6,,,6.2,MW,,,,,,1.3,USP00071JS,US,US,HRV,Reviewed
423,09/23/1995,20:56:04,-24.328000000000003,-128.003,Earthquake,10.0,,,5.6,MW,,,,,,1.1,USP00073VM,US,US,HRV,Reviewed
424,09/25/1995,17:04:49,1.12,19.424,Earthquake,10.0,,,5.5,MB,,92.0,,,,0.8,USP00073ZC,US,US,US,Reviewed
425,10/22/1995,19:54:48,-6.404,98.66799999999999,Earthquake,33.0,,,5.7,MW,,,,,,0.9,USP00075JY,US,US,HRV,Reviewed
426,11/13/1995,08:43:15,56.1,114.495,Earthquake,21.5,,,5.8,MW,,,,,,0.9,USP00076SA,US,US,HRV,Reviewed
427,02/28/1996,10:03:07,-51.858000000000004,40.336999999999996,Earthquake,10.0,,,5.7,MB,,37.0,,,,1.0,USP0007E38,US,US,US,Reviewed
428,03/12/1996,18:43:43,48.442,88.14299999999999,Earthquake,16.5,,,5.6,MWC,,,,,,1.1,USP0007ENG,US,US,HRV,Reviewed
429,11/14/1996,10:42:57,-25.86,-13.835999999999999,Earthquake,10.0,,,5.5,MWC,,,,,,0.93,USP0007T0F,US,US,HRV,Reviewed
430,07/07/1996,10:50:00,58.62,157.752,Earthquake,10.0,,,5.7,MWC,,,,,,1.0,USP0007KTK,US,US,HRV,Reviewed
431,08/14/1996,02:59:41,40.801,35.37,Earthquake,10.0,,,5.7,MWC,,,,,,1.3,USP0007NHY,US,US,HRV,Reviewed
432,10/24/1996,19:31:54,66.986,-173.229,Earthquake,19.9,,,6.1,MWC,,,,,,0.99,USP0007RWF,US,US,HRV,Reviewed
433,11/09/1996,13:56:09,31.612,123.291,Earthquake,33.0,,,5.6,MWC,,,,,,1.05,USP0007SRQ,US,US,HRV,Reviewed
434,12/14/2002,13:27:29,39.736,97.443,Earthquake,22.0,,394.0,5.6,MWB,,,,,,0.92,USP000BKPM,US,US,US,Reviewed
435,12/24/1996,22:16:26,34.294000000000004,38.711999999999996,Earthquake,29.2,,,5.5,MWC,,,,,,1.22,USP0007UYJ,US,US,HRV,Reviewed
436,06/27/1998,13:55:52,36.878,35.306999999999995,Earthquake,33.0,,,6.3,MWC,,,,,,1.31,USP0008QKC,US,US,HRV,Reviewed
437,05/09/1997,06:31:04,-44.75,117.76899999999999,Earthquake,10.0,,,5.5,MWC,,,,,,1.01,USP00081YZ,US,US,HRV,Reviewed
438,05/21/1997,22:51:29,23.083000000000002,80.041,Earthquake,36.0,,,5.8,MWC,,,,,,1.0,USP00082ND,US,US,HRV,Reviewed
439,08/10/1997,09:20:31,-16.012999999999998,124.329,Earthquake,10.0,1.7,,6.3,MWB,,,,,,0.8,USP0008612,US,US,US,Reviewed
440,11/05/1997,09:59:04,-2.13,73.837,Earthquake,10.0,,,5.6,MWC,,,,,,1.01,USP0008A44,US,US,HRV,Reviewed
441,04/18/1998,10:04:22,-63.47,147.673,Earthquake,10.0,,,5.5,MWC,,,,,,0.91,USP0008KGN,US,US,HRV,Reviewed
442,04/09/1998,23:26:53,-12.245,67.846,Earthquake,10.0,,,5.8,MWC,,,,,,1.0,USP0008JTA,US,US,HRV,Reviewed
443,05/28/1998,18:33:28,31.401,27.666999999999998,Earthquake,10.0,,,5.5,MWC,,,,,,1.0,USP0008NVZ,US,US,HRV,Reviewed
444,07/03/2015,01:07:47,37.4593,78.1542,Earthquake,20.0,1.7,,6.4,MWW,,,15.0,4.272,6.7,1.03,US10002N4W,US,US,US,Reviewed
445,08/03/1998,05:17:01,-27.295,-148.858,Earthquake,10.0,,,5.5,MWC,,,,,,0.99,USP0008SP3,US,US,HRV,Reviewed
446,09/24/1998,18:53:40,46.313,106.288,Earthquake,33.0,,,5.6,MWC,,,,,,0.89,USP0008VFJ,US,US,HRV,Reviewed
447,12/28/1998,07:23:32,20.78,-74.673,Earthquake,10.0,,,5.6,MWC,,,,,,0.86,USP0009099,US,US,HRV,Reviewed
448,01/16/1999,10:44:39,56.233000000000004,-147.42700000000002,Earthquake,21.0,,,6.0,MWC,,,,,,0.86,USP000916E,US,US,HRV,Reviewed
449,01/24/1999,08:00:09,-26.463,74.476,Earthquake,10.0,,,6.3,MWC,,,,,,0.8,USP00091MF,US,US,HRV,Reviewed
450,03/21/1999,16:17:04,55.942,110.272,Earthquake,10.0,,,5.9,MWC,,,,,,0.84,USP00094WT,US,US,HRV,Reviewed
451,03/14/2005,05:11:57,-27.737,73.82600000000001,Earthquake,10.0,,240.0,5.6,MWC,,,30.0,,,0.8,USP000DJ5X,US,US,HRV,Reviewed
452,11/08/1999,21:37:23,35.726,61.205,Earthquake,25.9,4.8,,5.5,MWC,,,,,,0.92,USP0009H9N,US,US,HRV,Reviewed
453,01/05/2000,17:55:11,-56.103,-58.442,Earthquake,10.0,,,5.6,MWC,,,,,,1.03,USP0009KSW,US,US,HRV,Reviewed
454,02/03/2000,10:24:59,65.015,-154.238,Earthquake,7.3,,,5.7,MWB,,,,,,,USP0009MZY,US,AEIC,US,Reviewed
455,03/15/2000,06:35:05,-44.396,-117.435,Earthquake,10.0,,,5.9,MWC,,,,,,0.91,USP0009PQT,US,US,HRV,Reviewed
456,06/18/2000,14:44:13,-13.802,97.45299999999999,Earthquake,10.0,,405.0,7.9,MWC,,,,,,1.16,USP0009UT0,US,US,HRV,Reviewed
457,10/27/2000,00:08:54,54.707,94.98299999999999,Earthquake,33.0,,290.0,5.5,MWC,,,,,,0.96,USP000A2FT,US,US,HRV,Reviewed
458,12/23/2000,07:13:24,-7.872999999999999,135.816,Earthquake,61.7,,129.0,6.0,MWC,,,,,,0.89,USP000A6KN,US,US,HRV,Reviewed
459,12/25/2000,13:24:23,-42.519,120.175,Earthquake,10.0,,157.0,5.7,MWC,,,,,,0.98,USP000A6QF,US,US,HRV,Reviewed
460,01/28/2001,01:02:11,23.506999999999998,70.517,Earthquake,10.0,,363.0,5.8,MWC,,,,,,1.27,USP000A8HM,US,US,HRV,Reviewed
461,04/02/2001,06:50:07,11.847999999999999,147.325,Earthquake,56.5,,125.0,5.7,MWB,,,,,,1.11,USP000ACDY,US,US,US,Reviewed
462,07/31/2001,16:41:31,8.023,117.46600000000001,Earthquake,33.0,,76.0,5.5,MWC,,,,,,0.92,USP000AKMC,US,US,HRV,Reviewed
463,09/02/2001,02:25:54,0.889,82.501,Earthquake,10.0,,281.0,6.1,MWC,,,,,,0.96,USP000ANF6,US,US,HRV,Reviewed
464,11/14/2001,09:45:15,35.726,93.384,Earthquake,10.0,,153.0,5.6,MB,,94.0,,,,0.97,USP000ASVR,US,US,US,Reviewed
465,12/12/2001,14:02:35,-42.813,124.68799999999999,Earthquake,10.0,,255.0,7.1,MWC,,,,,,0.97,USP000AUFX,US,US,HRV,Reviewed
466,04/21/2002,17:58:47,-20.521,162.185,Earthquake,33.0,,80.0,5.7,MWC,,,,,,0.92,USP000B2X3,US,US,HRV,Reviewed
467,05/18/2002,15:15:09,-2.907,33.733000000000004,Earthquake,10.0,,172.0,5.5,MWC,,,,,,0.94,USP000B4J1,US,US,HRV,Reviewed
468,08/13/2002,08:37:23,14.749,55.85,Earthquake,10.0,,270.0,5.8,MWC,,,,,,1.16,USP000B9TJ,US,US,HRV,Reviewed
469,09/26/2002,12:55:30,-19.648,-12.014000000000001,Earthquake,10.0,,193.0,5.7,MWC,,,,,,1.07,USP000BD5K,US,US,HRV,Reviewed
470,08/07/2015,01:28:37,-2.0913,28.9515,Earthquake,10.0,1.8,,5.5,MWC,,,28.0,2.319,6.1,0.77,US10002ZZR,US,US,GCMT,Reviewed
471,11/04/2002,03:19:18,-5.525,36.035,Earthquake,10.0,,229.0,5.5,MS,,9.0,,,,1.08,USP000BG4F,US,US,US,Reviewed
472,11/15/2002,19:58:32,-56.051,-36.404,Earthquake,10.0,,202.0,6.6,MWC,,,,,,1.48,USP000BHRF,US,US,HRV,Reviewed
473,03/02/2003,16:42:56,-36.958,-20.879,Earthquake,10.0,,298.0,6.2,MWB,,,53.6,,,0.95,USP000BRTM,US,US,US,Reviewed
474,08/21/2003,23:31:49,68.689,-148.03799999999998,Earthquake,12.5,,381.0,5.5,MWC,,,29.0,,,,USP000C5JR,US,AEIC,HRV,Reviewed
475,12/11/2003,08:04:55,-16.547,-170.175,Earthquake,10.0,,274.0,5.7,MWB,,,50.6,,,0.69,USP000CF0M,US,US,US,Reviewed
476,02/09/2004,01:24:41,24.897,-112.39299999999999,Earthquake,10.0,,171.0,5.5,MWB,,,114.5,,,1.29,USP000CKSM,US,US,US,Reviewed
477,03/24/2004,01:53:49,45.382,118.256,Earthquake,18.8,,447.0,5.5,MWB,,,22.0,,,0.88,USP000CQR9,US,US,US,Reviewed
478,05/20/2004,14:43:14,43.125,136.41299999999998,Earthquake,313.1,,504.0,5.6,MWB,,,37.0,,,0.7,USP000CVPF,US,US,US,Reviewed
479,07/10/2004,00:20:57,-8.783999999999999,94.81200000000001,Earthquake,10.0,,216.0,5.7,MWB,,,33.6,,,1.0,USP000CZVS,US,US,US,Reviewed
480,07/25/2004,14:35:19,-2.427,103.98100000000001,Earthquake,582.1,,641.0,7.3,MWB,,,33.7,,,0.85,USP000D0V4,US,US,US,Reviewed
481,08/07/2004,14:18:35,-6.242000000000001,95.666,Earthquake,20.7,,400.0,5.6,MWC,,,29.6,,,0.87,USP000D1PY,US,US,HRV,Reviewed
482,09/18/2004,07:07:48,23.105999999999998,-67.61399999999999,Earthquake,10.0,,560.0,5.7,MWB,,,25.5,,,0.76,USP000D4HK,US,US,US,Reviewed
483,05/05/2005,13:12:49,-19.968,66.47399999999999,Earthquake,10.0,,103.0,5.5,MWB,,,43.0,,,1.01,USP000DPZ1,US,US,US,Reviewed
484,07/06/2005,08:24:42,69.00399999999999,-16.637,Earthquake,10.0,0.0,288.0,5.6,MWB,,,43.5,,,0.96,USP000DUN3,US,US,US,Reviewed
485,01/10/2006,01:09:34,37.056999999999995,-14.133,Earthquake,10.0,,355.0,5.5,MWC,,,25.9,,,1.47,USP000E7YD,US,US,HRV,Reviewed
486,02/05/2006,08:17:01,66.297,-142.686,Earthquake,9.2,,286.0,5.5,MWB,,,25.4,,,,USP000E9HD,US,AEIC,US,Reviewed
487,02/23/2006,01:23:42,-21.371,33.525,Earthquake,10.0,,120.0,5.7,MWC,,,66.8,,,0.82,USP000EAN5,US,US,HRV,Reviewed
488,03/05/2006,10:42:16,64.911,-129.18,Earthquake,5.7,,293.0,5.6,MWB,,,53.0,,,1.04,USP000EBFG,US,US,US,Reviewed
489,04/30/2006,00:43:10,44.518,102.391,Earthquake,7.0,,478.0,5.7,MWB,,,23.2,,,0.7,USP000EFT0,US,US,US,Reviewed
490,06/15/2006,06:49:49,45.388999999999996,97.354,Earthquake,9.0,,570.0,5.8,MWB,,,22.3,,,0.85,USP000EKDP,US,US,US,Reviewed
491,07/29/2006,19:53:43,23.589000000000002,-63.923,Earthquake,10.0,,532.0,5.8,MWB,,,36.3,,,0.8,USP000EPUP,US,US,US,Reviewed
492,09/10/2006,14:56:08,26.319000000000003,-86.60600000000001,Earthquake,14.0,,590.0,5.9,MWC,,,46.9,,,0.83,USP000ESV9,US,US,GCMT,Reviewed
493,09/24/2006,22:56:21,-17.741,41.81100000000001,Earthquake,6.0,,391.0,5.7,MWB,,,32.5,,,0.93,USP000ETRN,US,US,US,Reviewed
494,05/23/2007,19:09:15,21.892,-96.359,Earthquake,10.0,,362.0,5.6,MWC,,,33.2,,,1.02,USP000FCK7,US,US,GCMT,Reviewed
495,11/04/2007,20:35:37,-67.03399999999999,111.199,Earthquake,10.0,,82.0,5.7,MWC,,,65.2,,,1.14,USP000FRZM,US,US,GCMT,Reviewed
496,12/08/2007,19:55:19,-7.558,37.646,Earthquake,6.0,,209.0,5.6,MWC,,,27.7,,,0.98,USP000FU2J,US,US,GCMT,Reviewed
497,12/11/2007,17:20:55,-62.063,-65.835,Earthquake,10.0,,174.0,5.9,MWC,,,32.8,,,1.13,USP000FU96,US,US,GCMT,Reviewed
498,02/21/2008,14:16:03,41.1444,-114.8721,Earthquake,7.9,1.9,18.0,6.2,ML,0.15,4.0,95.21,0.318,1.61,0.1855,NN00234425,NN,NN,NN,Reviewed
499,12/17/2009,14:55:36,42.446999999999996,-30.565,Earthquake,4.0,,303.0,5.5,MWC,,,14.9,,,1.32,USP000H54F,US,US,GCMT,Reviewed
500,06/22/2008,23:56:30,67.69800000000001,141.276,Earthquake,18.0,,605.0,6.1,MWC,,,14.0,,,0.86,USP000GABX,US,US,US,Reviewed
501,10/07/2008,10:00:48,79.817,-115.448,Earthquake,10.0,,497.0,5.7,MWC,,,23.1,,,1.07,USP000GJMM,US,US,US,Reviewed
502,12/08/2008,18:39:09,-53.005,106.823,Earthquake,11.0,,365.0,6.3,MWC,,,33.8,,,0.95,USP000GQ70,US,US,US,Reviewed
503,12/25/2008,22:40:24,23.416999999999998,64.499,Earthquake,13.0,,235.0,5.8,MWC,,,67.0,,,1.23,USP000GRG4,US,US,US,Reviewed
504,05/19/2009,17:35:01,25.291,37.74,Earthquake,5.0,,254.0,5.7,MWB,,,30.2,,,0.92,USP000GXAM,US,US,US,Reviewed
505,06/03/2009,18:54:38,-50.012,120.59200000000001,Earthquake,3.0,,156.0,5.7,MWB,,,25.1,,,0.97,USP000GXU7,US,US,US,Reviewed
506,07/07/2009,19:11:47,75.351,-72.453,Earthquake,19.0,,347.0,6.1,MWC,,,33.3,,,1.0,USP000GZ0T,US,US,US,Reviewed
507,08/13/2009,09:37:35,7.9479999999999995,-85.633,Earthquake,10.0,,261.0,5.8,MWC,,,64.1,,,0.92,USP000H09U,US,US,GCMT,Reviewed
508,01/12/2010,22:00:41,18.387,-72.78399999999999,Earthquake,10.0,,196.0,6.0,MWC,,,24.1,,,0.84,USP000H60J,US,US,GCMT,Reviewed
509,01/21/2010,08:03:23,8.267999999999999,-110.35700000000001,Earthquake,12.0,,316.0,5.6,MWB,,,77.5,,,1.01,USP000H6EG,US,US,US,Reviewed
510,03/13/2010,02:53:15,2.1919999999999997,133.02,Earthquake,10.0,,207.0,5.9,MWC,,,16.1,,,0.84,USP000H99T,US,US,US,Reviewed
511,04/30/2010,23:16:29,60.478,-177.65,Earthquake,14.9,3.7,302.0,6.3,MWC,,,29.6,,,0.78,USP000HC4V,US,US,GCMT,Reviewed
512,08/23/2011,17:51:04,37.9096667,-77.9363333,Earthquake,0.02,2.4,23.0,5.8,MW,,0.0,80.0,,1.9,0.48,SE609212,SE,SE,SE,Reviewed
513,10/14/2011,06:10:15,54.08,123.72200000000001,Earthquake,12.0,,499.0,6.0,MWW,,,25.7,,,0.76,USP000J9AW,US,US,US,Reviewed
514,09/03/2016,12:02:44,36.4251,-96.9291,Earthquake,5.557,6.1,,5.8,MWW,,,69.0,,1.2,0.7,US10006JXS,US,TUL,US,Reviewed
515,03/08/2012,22:50:08,39.383,81.307,Earthquake,38.0,,432.0,5.9,MWC,,,38.0,,,0.96,USP000JFYZ,US,US,US,Reviewed
516,05/29/2012,07:00:03,44.851000000000006,11.085999999999999,Earthquake,10.2,,678.0,5.8,MWW,,,16.7,,,,USP000JM2N,US,ROM,US,Reviewed
517,06/01/2012,05:07:02,-77.08,-148.864,Earthquake,12.0,,268.0,5.5,MWB,,,21.4,,,0.98,USP000JM6P,US,US,US,Reviewed
518,06/29/2012,15:31:47,-24.747,-9.663,Earthquake,10.0,,453.0,5.8,MWW,,,26.7,,,0.91,USP000JNCM,US,US,US,Reviewed
519,12/14/2012,10:36:02,31.095,-119.66,Earthquake,13.0,,760.0,6.3,MWW,,,20.9,,,1.29,USP000JWYB,US,US,US,Reviewed
520,12/23/2012,13:31:41,42.42,41.075,Earthquake,15.2,5.5,415.0,5.7,MWW,,,19.7,,,0.88,USP000JXAJ,US,US,US,Reviewed
521,03/13/2013,03:07:04,-8.798,-131.921,Earthquake,10.0,,385.0,5.5,MB,,299.0,37.0,,,0.89,USP000JZRC,US,US,US,Reviewed
522,05/26/2013,06:08:16,39.955999999999996,67.314,Earthquake,18.0,,586.0,5.7,MWW,,,15.0,,,0.77,USB000H6IN,US,US,US,Reviewed
523,06/18/2013,23:02:10,54.263000000000005,86.17299999999999,Earthquake,9.9,2.2,131.0,5.6,MB,,505.0,18.0,,,0.59,USC000HUL6,US,US,US,Reviewed
524,07/21/2013,23:45:57,34.512,104.262,Earthquake,8.0,,276.0,5.9,MWW,,,10.0,,,0.8,USB000IJE3,US,US,US,Reviewed
525,09/30/2013,08:16:09,49.4947,-28.5247,Earthquake,10.0,1.7,,5.5,MWC,,,22.0,14.319,,0.73,USB000K2IT,US,US,GCMT,Reviewed
526,11/17/2013,17:37:14,-10.329,-11.8343,Earthquake,10.0,1.7,,5.5,MB,0.04,,28.0,3.0869999999999997,,0.69,USB000L0W2,US,US,US,Reviewed
527,03/17/2014,13:24:49,-53.1677,-32.3157,Earthquake,5.96,2.9,,5.8,MWB,0.078,16.0,24.0,2.719,,0.82,USC000NE4M,US,US,US,Reviewed
528,06/07/2014,04:43:32,67.7245,-162.3749,Earthquake,18.6,0.9,,5.5,ML,,,,,2.1,0.83,AK11285090,AK,AK,AK,Reviewed
529,05/14/2014,20:56:13,6.4507,144.9238,Earthquake,10.0,1.7,,6.1,MWW,,,38.0,7.093,,0.81,USB000QN2Z,US,US,US,Reviewed
530,05/17/2014,12:13:28,-54.2473,-146.6847,Earthquake,5.0,1.7,,5.7,MWW,,,17.0,28.123,,0.66,USB000QSFC,US,US,US,Reviewed
531,09/30/2014,16:45:56,1.6025,67.7354,Earthquake,10.0,1.7,,5.5,MWB,0.032,92.0,21.0,10.115,8.6,0.75,USB000SHED,US,US,US,Reviewed
532,06/04/2015,23:15:44,5.9867,116.5409,Earthquake,10.0,1.6,,6.0,MWW,,,20.0,6.431,5.1,1.03,US20002M5S,US,US,US,Reviewed
533,07/29/2015,23:41:40,-25.3727,154.2281,Earthquake,9.0,1.7,,5.5,MWW,,,21.0,2.846,7.1,0.71,US10002W8V,US,US,US,Reviewed
534,12/04/2015,22:25:00,-47.6165,85.0913,Earthquake,35.0,1.8,,7.1,MWW,,,8.0,10.033999999999999,8.0,1.42,US100043Z2,US,US,US,Reviewed
535,03/02/2016,12:49:48,-4.9521,94.3299,Earthquake,24.0,1.8,,7.8,MWW,,,20.0,7.0089999999999995,7.5,1.14,US10004U1Y,US,US,US,Reviewed
536,04/20/2016,10:51:42,13.2,-55.8867,Earthquake,28.0,1.8,,5.6,MWW,,,28.0,3.577,7.3,1.04,US20005K4S,US,US,US,Reviewed
537,08/01/2016,07:42:51,-23.9646,82.5565,Earthquake,10.0,1.6,,5.6,MWW,,,34.0,18.292,8.3,0.95,US1000694I,US,US,US,Reviewed
538,08/18/2016,04:30:09,-19.8352,148.7233,Earthquake,10.0,1.8,,5.7,MWW,,,30.0,2.335,7.1,0.82,US10006EM9,US,US,US,Reviewed
539,09/10/2016,12:27:33,-1.0355,31.6181,Earthquake,40.0,1.9,,5.9,MWW,,,21.0,5.6339999999999995,8.9,0.88,US10006NKX,US,US,US,Reviewed
540,12/20/2016,10:04:39,37.1442,84.9583,Earthquake,10.0,1.7,,5.6,MWW,,,15.0,7.182,7.6,0.83,US200082S5,US,US,US,Reviewed
