,DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID
0,00:40.2,24.139,102.50299999999999,31.0,7.5,Ms,90.0,,,0.0,NEI,1970010440.0
1,35:51.8,-9.628,151.458,8.0,6.2,Ms,85.0,,,0.0,NEI,1970010640.0
2,58:39.8,-17.649,-171.18400000000003,33.0,6.4,Ms,148.0,,,0.0,NEI,1980020340.0
3,44:36.6,1.621,126.55799999999999,33.0,6.0,Me,198.0,,,1.1,NEI,1996050710.0
4,53:27.6,43.207,138.92,226.5,6.5,Me,442.0,,,0.89,NEI,1996122210.0
5,51:38.5,7.017,-104.29799999999999,33.0,6.6,Ms,140.0,,,0.0,NEI,1970012140.0
6,43:06.1,-10.491,160.77,33.0,7.3,Mw,457.0,,,0.84,NEI,2003012040.0
7,43:33.3,14.376,-92.897,14.0,6.0,Mw,558.0,,,1.09,NEI,2012050120.0
8,10:41.6,23.096,100.775,33.0,6.1,Ms,57.0,,,0.0,NEI,1970020640.0
9,25:50.9,31.583000000000002,102.43299999999999,14.6,6.1,Mb,441.0,,,1.08,NEI,1989092240.0
10,51:29.7,12.515999999999998,143.181,76.0,6.8,Mw,330.0,,,0.96,NEI,2008050940.0
11,08:57.9,-26.708000000000002,-70.918,28.9,6.2,Ms,399.0,,,1.12,NEI,1993031540.0
12,51:09.4,-22.125999999999998,126.721,33.0,6.0,Mb,20.0,,,0.0,NEI,1975100340.0
13,26:43.3,38.632,30.901999999999997,10.0,6.0,Mw,450.0,,,0.91,NEI,2002020340.0
14,13:29.4,-51.777,161.31799999999998,10.0,6.6,Mw,73.0,,,1.33,NEI,2007111040.0
15,23:19.6,58.67,-142.78,10.0,6.7,ML,0.0,,,,AK,
16,24:11.0,-41.523,80.416,10.0,6.1,Mw,74.0,,,1.4,NEI,1996081910.0
17,19:45.2,42.589,45.104,16.4,6.1,Mb,591.0,,,1.03,NEI,1992102340.0
18,13:15.1,50.169,91.25200000000001,33.0,6.7,Ms,159.0,,,0.0,NEI,1970051540.0
19,24:38.4,-57.776,-25.465999999999998,33.0,6.1,Me,119.0,,,0.97,NEI,1997060210.0
20,36:10.2,-9.296,-79.0,49.0,6.0,Mb,99.0,,,0.0,NEI,1970060140.0
21,38:53.5,42.605,79.708,15.0,6.1,Mw,548.0,14.0,1.0,0.76,NEI,2013012820.0
22,22:23.4,-59.013999999999996,158.28,14.4,6.1,Mw,306.0,,,0.97,NEI,1995101340.0
23,28:38.4,-3.03,139.47,33.0,6.0,Mb,17.0,,,0.0,NEI,1971011540.0
24,00:11.3,-51.95399999999999,-73.84899999999999,33.0,6.6,Ms,85.0,,,0.0,NEI,1970061440.0
25,10:43.7,-9.952,117.319,33.0,6.3,Ms,91.0,,,0.0,NEI,1977100740.0
26,14:52.4,-54.336000000000006,-63.645,33.0,7.0,Ms,66.0,,,0.0,NEI,1970061540.0
27,54:40.2,50.724,-130.092,19.7,6.0,Mb,322.0,,,1.02,NEI,1992040640.0
28,56:15.3,-51.035,139.487,33.0,6.0,Ms,29.0,,,0.0,NEI,1970070240.0
29,23:34.0,25.623,125.04299999999999,11.1,6.0,Mw,306.0,,,1.03,NEI,2007042040.0
30,13:59.7,25.19,96.514,33.0,6.1,Ms,83.0,,,0.0,NEI,1971053140.0
31,52:19.5,37.824,55.876000000000005,19.0,6.6,Ms,114.0,,,0.0,NEI,1970073040.0
32,19:07.6,13.902999999999999,51.678999999999995,10.0,6.0,Mw,265.0,,,1.38,NEI,2001061540.0
33,08:05.4,-1.459,-72.558,651.0,7.1,Mb,205.0,,,0.0,NEI,1970073140.0
34,10:04.3,61.02,-147.14,17.0,6.4,ML,0.0,,,,AK,
35,14:42.4,-56.883,-141.654,12.0,6.3,Me,336.0,,,1.03,NEI,1995082340.0
36,38:22.0,53.2083,152.7654,580.21,6.7,Mw,,11.0,3.0,1.33,us,2013100120.0
37,51:22.1,18.726,145.628,176.5,6.3,Me,199.0,,,1.2,NEI,1996071510.0
38,16:07.9,1.1420000000000001,-77.4,145.0,6.9,Mw,495.0,25.0,1.0,0.89,NEI,2013020920.0
39,53:04.8,-3.591,86.161,33.0,6.3,Ms,104.0,,,0.0,NEI,1970101040.0
40,56:23.4,-0.544,99.26100000000001,55.7,7.0,Me,506.0,,,0.92,NEI,1998040110.0
41,43:11.6,35.28,-35.729,10.0,6.3,Mw,504.0,,,0.98,NEI,2003040240.0
42,01:18.7,-11.681,-14.087,33.0,6.0,Ms,68.0,,,0.0,NEI,1970112940.0
43,59:20.1,-0.593,-80.393,33.0,7.2,Me,412.0,,,0.94,NEI,1998080410.0
44,10:11.8,-55.945,-3.361,10.0,6.5,Ms,80.0,,,1.27,NEI,1995052340.0
45,04:21.8,-63.453,-61.215,33.0,7.0,Ms,54.0,,,0.0,NEI,1971020840.0
46,50:23.2,33.96,-116.31700000000001,12.33,6.1,Mw,150.0,,,0.26,CI,30196.0
47,58:47.4,71.19,-8.263,10.0,6.0,Mw,426.0,,,0.95,NEI,2000052140.0
48,27:58.6,35.389,99.34299999999999,10.0,6.1,Mw,432.0,,,0.99,NEI,2000091240.0
49,59:27.9,-55.294,-128.843,10.0,6.2,Mw,148.0,,,1.04,NEI,2011110220.0
50,23:19.9,11.769,95.052,33.0,6.3,Ms,62.0,,,0.0,NEI,1971032840.0
51,49:03.7,-56.083,-123.27,10.0,6.2,Mw,164.0,,,1.21,NEI,2007033140.0
52,38:26.5,28.343000000000004,57.193000000000005,33.0,6.6,Me,368.0,,,0.92,NEI,1999030410.0
53,25:01.7,-39.779,-104.844,33.0,6.2,Mb,116.0,,,0.0,NEI,1971050940.0
54,27:56.3,65.9,-164.0,100.0,6.1,ML,0.0,,,,AK,
55,44:43.8,63.95,146.112,33.0,6.6,Ms,167.0,,,0.0,NEI,1971051840.0
56,27:04.7,39.007,40.464,10.0,6.4,Mw,504.0,,,1.09,NEI,2003050140.0
57,18:49.3,33.093,92.92399999999999,33.0,6.1,Ms,147.0,,,0.0,NEI,1975050540.0
58,17:11.9,17.984,-69.33800000000001,23.9,6.0,Mb,331.0,,,1.0,NEI,1984062440.0
59,27:13.9,-5.249,96.93299999999999,25.0,6.4,Ms,130.0,,,0.0,NEI,1971062640.0
60,13:55.5,39.457,73.83,9.0,7.3,Ms,122.0,,,0.0,NEI,1974081140.0
61,52:36.8,-0.674,-19.689,10.0,6.6,Mw,276.0,,,1.2,NEI,2003110941.0
62,41:26.1,-60.94,154.25,10.0,6.2,Mw,50.0,,,1.24,NEI,2002040740.0
63,59:52.6,46.251000000000005,140.939,16.0,6.2,Ms,138.0,,,0.0,NEI,1971090840.0
64,17:54.6,26.765,-110.777,33.0,6.6,Ms,204.0,,,0.0,NEI,1971093040.0
65,24:11.0,-0.46299999999999997,-4.841,33.0,6.0,Mb,92.0,,,0.0,NEI,1971093040.0
66,46:06.4,-14.312000000000001,171.28400000000002,33.0,6.0,Mb,130.0,,,1.19,NEI,1984112340.0
67,04:05.0,-54.669,1.765,10.0,6.2,Mw,79.0,,,1.22,NEI,2006022340.0
68,26:04.9,-56.211000000000006,146.72299999999998,10.0,6.3,Mw,149.0,,,1.1,NEI,1999122440.0
69,26:19.9,-54.381,5.9079999999999995,33.0,6.1,Ms,34.0,,,0.0,NEI,1971120740.0
70,54:44.1,36.19,70.896,98.7,6.6,Mb,509.0,,,1.01,NEI,1985072940.0
71,03:07.9,28.714000000000002,52.128,24.0,6.0,Mb,208.0,,,0.0,NEI,1976042240.0
72,21:15.7,0.9670000000000001,-28.285999999999998,33.0,6.4,Ms,112.0,,,0.0,NEI,1972041140.0
73,20:48.2,-31.357,-111.064,33.0,6.1,Ms,64.0,,,0.0,NEI,1972042440.0
74,14:20.2,37.216,22.693,75.0,6.2,Mw,640.0,,,1.22,NEI,2008010640.0
75,30:10.4,-54.8,-135.252,10.0,6.0,Mw,90.0,,,1.28,NEI,2010051940.0
76,33:34.6,57.84,-137.33,33.0,6.7,Ms,116.0,,,0.0,NEI,1973070140.0
77,35:48.5,-3.2430000000000003,130.763,33.0,6.0,Ms,87.0,,,0.0,NEI,1972091140.0
78,45:36.2,19.777,-70.673,10.0,6.4,Mw,494.0,,,1.06,NEI,2003092240.0
79,47:16.9,-30.215999999999998,60.688,33.0,6.1,Mb,16.0,,,0.0,NEI,1972102940.0
80,34:30.5,-8.193999999999999,112.413,151.6,6.6,Mw,418.0,,,1.39,NEI,1998092810.0
81,59:29.7,76.786,-107.038,33.0,6.0,Ms,65.0,,,0.0,NEI,1972122740.0
82,47:44.4,-35.56,-17.04,10.0,6.4,Ms,42.0,,,1.09,NEI,1981060340.0
83,09:08.3,-45.475,96.288,33.0,6.1,Ms,30.0,,,0.0,NEI,1973020840.0
84,35:55.4,-61.037,-37.881,33.0,6.4,Mb,76.0,,,0.0,NEI,1973022540.0
85,25:12.0,-58.2081,-12.9503,26.09,6.7,Mw,,61.0,14.0,1.24,us,2013102420.0
86,12:18.9,64.89,-159.49,0.0,6.0,ML,0.0,,,,AK,
87,13:00.1,19.4293,-155.452,10.97,6.72,Md,36.0,56.0,4.0,0.12,HV,830029.0
88,22:57.0,-47.79600000000001,99.661,33.0,6.3,Ms,38.0,,,0.0,NEI,1973060140.0
89,51:21.0,35.178000000000004,86.48100000000001,33.0,6.9,Ms,130.0,,,0.0,NEI,1973071440.0
90,49:54.2,32.571,104.249,33.0,6.4,Ms,177.0,,,0.0,NEI,1976082140.0
91,57:08.7,42.853,131.572,513.6,6.0,Mw,487.0,,,0.8,NEI,2000021340.0
92,59:57.3,73.351,55.078,0.0,6.5,Mb,102.0,,,0.0,NEI,1975102140.0
93,13:34.0,-4.387,-102.00299999999999,33.0,6.1,Mb,108.0,,,0.0,NEI,1973092140.0
94,52:54.0,-22.059,-63.555,527.0,6.0,Mw,571.0,,,0.91,NEI,2012060220.0
95,47:21.6,-38.954,46.18,33.0,6.1,Ms,53.0,,,0.0,NEI,1974010840.0
96,34:11.0,11.86,92.37200000000001,19.0,6.1,Mw,442.0,,,0.89,NEI,2006020340.0
97,25:15.0,28.243000000000002,104.015,11.0,6.8,Ms,112.0,,,0.0,NEI,1974051040.0
98,57:50.7,-8.866,-75.071,129.0,6.0,Mw,524.0,,,0.8,NEI,2012111010.0
99,08:26.2,10.876,-61.756,53.0,6.1,Mw,603.0,,,0.92,NEI,2006092940.0
100,55:19.7,-33.416,56.875,33.0,6.6,Ms,22.0,,,0.0,NEI,1974061940.0
101,22:19.3,-26.09,84.28,33.0,6.6,Ms,49.0,,,0.0,NEI,1974062540.0
102,30:42.1,45.136,94.03399999999999,33.0,6.7,Ms,133.0,,,0.0,NEI,1974070440.0
103,28:17.2,-0.278,12.917,33.0,6.2,Ms,122.0,,,0.0,NEI,1974092340.0
104,59:49.8,-12.5,-77.786,6.0,7.2,Ms,131.0,,,0.0,NEI,1974110940.0
105,35:10.6,16.737000000000002,-61.43,63.3,6.0,Mb,282.0,,,1.0,NEI,1982013040.0
106,53:19.7,52.718,-33.677,10.0,6.8,Mw,447.0,,,0.83,NEI,1998021610.0
107,59:56.3,70.843,53.69,0.0,6.7,Mb,254.0,,,0.0,NEI,1975101840.0
108,21:41.2,-53.566,-28.345,33.0,6.0,Mb,41.0,,,0.0,NEI,1974112040.0
109,43:01.6,63.02,-150.16,88.0,6.4,ML,0.0,,,,AK,
110,34:41.3,29.406,101.709,33.0,6.0,Ms,84.0,,,0.0,NEI,1975011540.0
111,12:08.1,31.95,78.521,33.0,6.0,Mb,66.0,,,0.0,NEI,1975011940.0
112,36:07.5,40.641,122.58,33.0,7.4,Ms,166.0,,,0.0,NEI,1975020440.0
113,31:06.0,42.0628,-112.5247,5.0,6.0,ML,11.0,159.0,33.0,0.13,UU,
114,34:36.6,10.04,-69.755,33.0,6.1,Ms,111.0,,,0.0,NEI,1975040540.0
115,32:50.8,-36.28,-97.95299999999999,10.0,6.0,Ms,46.0,,,0.0,NEI,1979061040.0
116,40:29.2,33.033,82.285,27.0,6.0,Ms,156.0,,,0.0,NEI,1978040440.0
117,11:51.5,35.997,-17.649,33.0,7.9,Ms,304.0,,,0.0,NEI,1975052640.0
118,37:41.4,38.759,129.99,560.0,6.2,Mb,298.0,,,0.0,NEI,1975062940.0
119,54:12.1,44.6883,-110.6037,3.98,6.1,Mc,16.0,101.0,21.0,0.14,WY,
120,04:42.4,21.485,94.7,157.0,6.5,Mb,186.0,,,0.0,NEI,1975070840.0
121,04:35.1,-38.775,78.695,10.0,6.1,Ms,55.0,,,1.3,NEI,1986122840.0
122,37:11.7,-34.759,81.84899999999999,33.0,6.1,Ms,157.0,,,0.0,NEI,1975091940.0
123,32:43.1,30.598000000000003,67.455,14.0,6.4,Mw,277.0,,,1.43,NEI,2008102940.0
124,39:43.0,-56.772,-68.47800000000001,14.0,6.5,Ms,81.0,,,0.0,NEI,1975122940.0
125,29:19.5,66.157,-16.582,33.0,6.4,Ms,160.0,,,0.0,NEI,1976011340.0
126,45:09.5,15.888,-88.516,22.0,6.4,Ms,185.0,,,0.0,NEI,1980080940.0
127,56:19.4,-57.678999999999995,-65.308,15.0,6.2,Mw,288.0,,,1.32,NEI,2012041420.0
128,39:35.5,3.929,-85.88,33.0,6.5,Ms,179.0,,,0.0,NEI,1976032940.0
129,30:23.4,40.381,63.619,33.0,6.0,Mb,253.0,,,0.0,NEI,1978060440.0
130,31:40.5,-45.553999999999995,166.356,10.0,6.1,Mw,163.0,,,1.12,NEI,2009080540.0
131,15:19.9,46.302,13.197000000000001,10.0,6.0,Ms,257.0,,,0.0,NEI,1976091540.0
132,15:18.9,-17.646,66.116,10.0,6.2,Mw,358.0,,,1.27,NEI,2003052840.0
133,41:25.4,-21.906999999999996,-113.33200000000001,33.0,6.2,Ms,47.0,,,0.0,NEI,1976072640.0
134,56:39.3,4.956,118.30799999999999,33.0,6.2,Ms,100.0,,,0.0,NEI,1976072640.0
135,42:54.6,39.57,117.978,23.0,7.9,Ms,248.0,,,0.0,NEI,1976072740.0
136,46:55.9,26.855999999999998,97.238,33.0,6.3,Mw,402.0,,,0.86,NEI,2000060740.0
137,13:15.7,-29.349,77.65899999999999,33.0,6.5,Ms,124.0,,,0.0,NEI,1976110240.0
138,04:08.9,27.605,101.052,33.0,6.5,Ms,158.0,,,0.0,NEI,1976110640.0
139,21:22.1,33.918,59.74100000000001,33.0,6.6,Ms,205.0,,,0.0,NEI,1979111440.0
140,41:22.9,38.722,43.513000000000005,16.0,7.3,Mw,694.0,,,0.94,NEI,2011102320.0
141,03:16.2,40.556,-125.539,10.0,6.8,Ms,527.0,,,1.14,NEI,1995021940.0
142,39:41.3,38.146,91.007,27.0,6.3,Ms,141.0,,,0.0,NEI,1977010140.0
143,27:41.3,-42.343,172.798,9.8,6.0,Ms,102.0,,,1.31,NEI,1990021040.0
144,32:25.6,-26.868000000000002,-63.148999999999994,598.3,6.0,Mw,495.0,,,0.82,NEI,2006092240.0
145,29:18.9,-66.44800000000001,-82.584,33.0,6.2,Ms,118.0,,,0.0,NEI,1977020540.0
146,21:54.1,45.772,26.761,94.0,6.4,Mb,301.0,,,0.0,NEI,1977030440.0
147,35:34.8,7.313,-34.897,8.0,6.5,Mw,556.0,,,0.85,NEI,2008052340.0
148,00:32.8,25.51,143.112,33.0,6.8,Ms,220.0,,,0.0,NEI,1977122140.0
149,39:35.2,-14.12,-14.433,33.0,6.0,Mb,82.0,,,0.0,NEI,1977061440.0
150,35:49.5,23.771,-45.368,9.7,6.1,Mb,557.0,,,0.82,NEI,1991061040.0
151,26:40.4,-27.914,173.084,33.0,6.7,Ms,268.0,,,0.0,NEI,1977101740.0
152,20:11.3,32.693000000000005,88.38799999999999,33.0,6.5,Ms,199.0,,,0.0,NEI,1977111840.0
153,59:02.8,-31.704,-68.232,107.3,6.3,Unk,293.0,,,1.02,NEI,1993103040.0
154,59:58.5,-21.894000000000002,-138.959,0.0,6.0,Mb,131.0,,,0.0,NEI,1977112440.0
155,14:18.6,17.359,-54.848,33.0,6.4,Ms,201.0,,,0.0,NEI,1977121340.0
156,45:36.7,16.659000000000002,40.278,33.0,6.6,Ms,186.0,,,0.0,NEI,1977122840.0
157,26:26.7,5.734,-32.904,33.0,6.1,Ms,66.0,,,0.0,NEI,1978021140.0
158,14:54.4,-4.843999999999999,125.412,510.0,6.3,Mb,100.0,,,0.0,NEI,1978022140.0
159,42:36.3,29.801,-67.4,20.0,6.1,Mb,272.0,,,0.0,NEI,1978032440.0
160,49:35.5,9.59,-78.96600000000001,38.0,6.1,Mw,358.0,,,0.95,NEI,2009070440.0
161,00:39.5,-44.806000000000004,-80.15899999999999,10.0,6.3,Mw,225.0,,,1.44,NEI,2012051820.0
162,17:46.0,-47.09,33.62,10.0,6.2,Mw,241.0,,,1.19,NEI,2005080740.0
163,36:57.3,49.898,78.925,0.0,6.0,Mb,214.0,,,0.0,NEI,1978091540.0
164,35:56.6,33.385999999999996,57.434,33.0,7.4,Ms,197.0,,,0.0,NEI,1978091640.0
165,57:18.6,38.075,48.05,10.0,6.1,Mw,315.0,,,1.14,NEI,1997022810.0
166,05:20.6,32.139,49.646,33.0,6.2,Ms,203.0,,,0.0,NEI,1978121440.0
167,20:28.8,10.16,-104.0,10.0,6.6,Me,242.0,,,1.14,NEI,1995120140.0
168,59:55.7,47.883,48.128,0.0,6.0,Mb,225.0,,,0.0,NEI,1979011740.0
169,31:22.9,-43.4,41.387,10.0,6.3,Mw,122.0,,,1.26,NEI,1998052110.0
170,26:33.8,-9.558,147.959,33.0,6.1,Ms,202.0,,,0.0,NEI,1979030940.0
171,31:07.4,-36.719,78.744,10.0,6.2,Ms,28.0,,,0.0,NEI,1979031940.0
172,00:24.9,-36.007,-102.601,10.0,6.5,Ms,98.0,,,0.0,NEI,1979041440.0
173,23:18.2,42.255,18.752,8.0,6.2,Ms,342.0,,,0.0,NEI,1979052440.0
174,47:58.1,-30.811999999999998,117.179,6.0,6.1,Ms,104.0,,,0.0,NEI,1979060240.0
175,08:14.7,8.093,-38.705,9.0,6.6,Mw,672.0,,,0.95,NEI,2008091040.0
176,04:13.4,10.700999999999999,-42.593999999999994,10.0,6.6,Mw,111.0,14.0,9.0,0.81,NEI,2013062420.0
177,03:25.1,-60.526,-50.303999999999995,10.0,6.2,Ms,69.0,,,0.0,NEI,1979092340.0
178,42:40.0,38.815,-27.78,10.0,6.7,Ms,249.0,,,0.0,NEI,1980010140.0
179,09:29.6,36.516999999999996,76.892,63.0,6.1,Mb,241.0,,,0.0,NEI,1980021340.0
180,02:47.2,30.506,88.583,33.0,6.2,Ms,224.0,,,0.0,NEI,1980022240.0
181,11:17.2,12.115,57.93899999999999,62.4,6.5,Unk,224.0,,,1.04,NEI,1995052640.0
182,08:25.4,37.4597,-118.6072,10.99,6.1,ML,30.0,66.0,13.0,0.08,NC,323.0
183,58:40.8,29.598000000000003,81.092,18.0,6.5,Ms,257.0,,,0.0,NEI,1980072940.0
184,39:09.8,36.221,1.611,10.0,6.2,Mb,187.0,,,0.0,NEI,1980101040.0
185,29:53.8,-52.515,28.016,10.0,6.4,Mw,299.0,,,1.04,NEI,2004092840.0
186,40:51.8,27.73,88.155,50.0,6.9,Mw,383.0,,,0.96,NEI,2011091820.0
187,34:53.8,40.914,15.366,10.0,6.9,Ms,265.0,,,0.0,NEI,1980112340.0
188,06:45.5,-61.091,-55.426,22.0,6.0,Mb,72.0,,,0.0,NEI,1981011840.0
189,56:13.5,-6.41,-81.416,33.0,6.0,Ms,106.0,,,0.0,NEI,1981022840.0
190,37:35.0,-59.732,149.798,10.0,6.1,Ms,39.0,,,1.27,NEI,1985070840.0
191,19:20.1,-11.443,66.277,10.0,6.0,Mb,209.0,,,1.01,NEI,1981100740.0
192,47:34.1,43.542,-127.706,10.0,6.0,Mb,232.0,,,1.22,NEI,1981110340.0
193,58:19.0,-65.65100000000001,-179.574,10.0,6.2,Mw,109.0,,,1.38,NEI,2004071640.0
194,16:25.4,-53.02,-45.966,10.0,6.1,Me,106.0,,,1.05,NEI,2000082140.0
195,13:49.2,8.137,137.239,23.9,6.2,Mb,238.0,,,1.2,NEI,1983121140.0
196,20:06.8,27.929000000000002,136.967,536.0,6.5,Unk,314.0,,,1.04,NEI,1982070440.0
197,28:28.7,49.063,146.59,573.4,6.1,Unk,442.0,,,0.87,NEI,1984020140.0
198,12:48.1,14.700999999999999,44.379,5.0,6.0,Mb,303.0,,,0.0,NEI,1982121340.0
199,35:04.2,-50.066,-114.20100000000001,10.0,6.0,Mw,55.0,,,0.94,NEI,2000022940.0
200,58:51.3,27.793000000000003,62.053999999999995,64.0,6.5,Mb,369.0,,,1.17,NEI,1983041840.0
201,42:38.1,36.2317,-120.31200000000001,10.18,6.7,ML,54.0,137.0,3.0,0.07,NC,10911.0
202,03:18.1,-8.472000000000001,-71.485,572.8,6.1,Unk,555.0,,,0.97,NEI,1993050640.0
203,18:22.1,21.721,103.28200000000001,18.4,6.1,Mb,308.0,,,1.2,NEI,1983062440.0
204,36:21.5,37.588,-17.52,10.0,6.0,Mb,279.0,,,1.09,NEI,1983101740.0
205,06:06.6,44.058,-113.85700000000001,10.0,6.2,Mb,377.0,,,1.14,NEI,1983102840.0
206,12:27.1,40.33,42.187,11.6,6.1,Mb,357.0,,,1.14,NEI,1983103040.0
207,56:07.8,-40.451,155.507,18.5,6.0,Mb,213.0,,,1.02,NEI,1983112540.0
208,11:10.3,-6.825,71.495,10.0,6.0,Mb,272.0,,,0.96,NEI,1984042640.0
209,11:29.2,11.866,-13.529000000000002,11.3,6.4,Mb,343.0,,,0.98,NEI,1983122240.0
210,24:13.6,-2.823,118.806,33.0,6.0,Mb,240.0,,,1.26,NEI,1984010840.0
211,53:46.3,-29.701,-111.98100000000001,10.0,6.1,Mw,227.0,,,1.12,NEI,2011030120.0
212,15:18.8,37.3097,-121.6788,8.53,6.2,ML,98.0,26.0,6.0,0.06,NC,172.0
